,network,seed,low,mid,high
525,6,84,839,0,0
526,6,85,841,0,0
527,6,86,837,0,0
528,6,87,840,0,0
529,6,88,841,0,0
530,6,89,839,0,0
531,6,90,840,0,0
532,6,91,841,0,0
533,6,92,840,0,0
534,6,93,842,0,0
535,6,94,838,0,0
536,6,95,840,0,0
537,6,96,840,0,0
538,6,97,839,1,0
539,6,98,840,0,0
540,6,99,841,0,0
541,7,0,840,0,0
542,7,1,840,0,0
543,7,2,841,0,0
544,7,3,839,0,0
545,7,4,842,0,0
546,7,5,839,0,0
547,7,6,838,3,0
548,7,7,840,0,0
549,7,8,840,0,0
550,7,9,840,0,0
551,7,10,842,0,0
552,7,11,839,0,0
553,7,12,841,2,0
554,7,13,840,0,0
555,7,14,841,0,0
556,7,15,841,0,0
557,7,16,841,0,0
558,7,17,841,3,0
559,7,18,842,7,0
560,7,19,841,0,0
561,7,20,841,0,0
562,7,21,839,0,0
563,7,22,839,0,0
564,7,23,840,0,0
565,7,24,842,0,0
566,7,25,841,0,0
567,7,26,839,0,0
568,7,27,841,0,0
569,7,28,837,0,0
570,7,29,841,0,0
571,7,30,842,0,0
572,7,31,843,0,0
573,7,32,841,0,0
574,7,33,841,0,0
575,7,34,842,0,0
576,7,35,841,0,0
577,7,36,841,0,0
578,7,37,840,0,0
579,7,38,841,0,0
580,7,39,843,0,0
581,7,40,843,0,0
582,7,41,840,0,0
583,7,42,841,0,0
584,7,43,840,0,0
585,7,44,840,0,0
586,7,45,841,0,0
587,7,46,841,0,0
588,7,47,841,0,0
589,7,48,841,0,0
590,7,49,838,0,0
591,7,50,841,0,0
592,7,51,842,0,0
593,7,52,841,0,0
594,7,53,840,0,0
595,7,54,837,4,0
596,7,55,839,0,0
597,7,56,839,0,0
598,7,57,841,2,0
599,7,58,842,0,0
600,7,59,841,0,0
601,7,60,840,0,0
602,7,61,841,0,0
603,7,62,840,0,0
604,7,63,841,0,0
605,7,64,841,0,0
606,7,65,841,0,0
607,7,66,840,0,0
608,7,67,842,0,0
609,7,68,840,0,0
610,7,69,839,0,0
611,7,70,841,0,0
612,7,71,839,0,0
613,7,72,840,0,0
614,7,73,840,2,0
615,7,74,840,0,0
616,7,75,839,0,0
617,7,76,840,0,0
618,7,77,840,0,0
619,7,78,842,0,0
620,7,79,841,0,0
621,7,80,841,1,0
622,7,81,842,3,0
623,7,82,841,0,0
624,7,83,842,2,0
625,7,84,839,0,0
626,7,85,841,0,0
627,7,86,837,0,0
628,7,87,840,0,0
629,7,88,841,0,0
630,7,89,839,0,0
631,7,90,840,0,0
632,7,91,841,0,0
633,7,92,840,0,0
634,7,93,842,0,0
635,7,94,838,0,0
636,7,95,840,0,0
637,7,96,840,0,0
638,7,97,839,1,0
639,7,98,840,0,0
640,7,99,841,0,0
641,8,0,840,0,0
642,8,1,840,0,0
643,8,2,841,0,0
644,8,3,839,0,0
645,8,4,842,0,0
646,8,5,839,0,0
647,8,6,838,3,0
648,8,7,840,0,0
649,8,8,840,0,0
650,8,9,840,0,0
651,8,10,842,0,0
652,8,11,839,0,0
653,8,12,841,2,0
654,8,13,840,0,0
655,8,14,841,0,0
656,8,15,841,0,0
657,8,16,841,0,0
658,8,17,841,3,0
659,8,18,842,7,0
660,8,19,841,0,0
661,8,20,841,0,0
662,8,21,839,0,0
663,8,22,839,0,0
664,8,23,840,0,0
665,8,24,842,0,0
666,8,25,841,0,0
667,8,26,839,0,0
668,8,27,841,0,0
669,8,28,837,0,0
670,8,29,841,0,0
671,8,30,842,0,0
672,8,31,843,0,0
673,8,32,841,0,0
674,8,33,841,0,0
675,8,34,842,0,0
676,8,35,841,0,0
677,8,36,841,0,0
678,8,37,840,0,0
679,8,38,841,0,0
680,8,39,843,0,0
681,8,40,843,0,0
682,8,41,840,0,0
683,8,42,841,0,0
684,8,43,840,0,0
685,8,44,840,0,0
686,8,45,841,0,0
687,8,46,841,0,0
688,8,47,841,0,0
689,8,48,841,0,0
690,8,49,838,0,0
691,8,50,841,0,0
692,8,51,842,0,0
693,8,52,841,0,0
694,8,53,840,0,0
695,8,54,837,4,0
696,8,55,839,0,0
697,8,56,839,0,0
698,8,57,841,2,0
699,8,58,842,0,0
700,8,59,841,0,0
701,8,60,840,0,0
702,8,61,841,0,0
703,8,62,840,0,0
704,8,63,841,0,0
705,8,64,841,0,0
706,8,65,841,0,0
707,8,66,840,0,0
708,8,67,842,0,0
709,8,68,840,0,0
710,8,69,839,0,0
711,8,70,841,0,0
712,8,71,839,0,0
713,8,72,840,0,0
714,8,73,840,2,0
715,8,74,840,0,0
716,8,75,839,0,0
717,8,76,840,0,0
718,8,77,840,0,0
719,8,78,842,0,0
720,8,79,841,0,0
721,8,80,841,1,0
722,8,81,842,3,0
723,8,82,841,0,0
724,8,83,842,2,0
725,8,84,839,0,0
726,8,85,841,0,0
727,8,86,837,0,0
728,8,87,840,0,0
729,8,88,841,0,0
730,8,89,839,0,0
731,8,90,840,0,0
732,8,91,841,0,0
733,8,92,840,0,0
734,8,93,842,0,0
735,8,94,838,0,0
736,8,95,840,0,0
737,8,96,840,0,0
738,8,97,839,1,0
739,8,98,840,0,0
740,8,99,841,0,0
741,9,0,840,0,0
742,9,1,840,0,0
743,9,2,841,0,0
744,9,3,839,0,0
745,9,4,842,0,0
746,9,5,839,0,0
747,9,6,838,3,0
748,9,7,840,0,0
749,9,8,840,0,0
750,9,9,840,0,0
751,9,10,842,0,0
752,9,11,839,0,0
753,9,12,841,2,0
754,9,13,840,0,0
755,9,14,841,0,0
756,9,15,841,0,0
757,9,16,841,0,0
758,9,17,841,3,0
759,9,18,842,7,0
760,9,19,841,0,0
761,9,20,841,0,0
762,9,21,839,0,0
763,9,22,839,0,0
764,9,23,840,0,0
765,9,24,842,0,0
766,9,25,841,0,0
767,9,26,839,0,0
768,9,27,841,0,0
769,9,28,837,0,0
770,9,29,841,0,0
771,9,30,842,0,0
772,9,31,843,0,0
773,9,32,841,0,0
774,9,33,841,0,0
775,9,34,842,0,0
776,9,35,841,0,0
777,9,36,841,0,0
778,9,37,840,0,0
779,9,38,841,0,0
780,9,39,843,0,0
781,9,40,843,0,0
782,9,41,840,0,0
783,9,42,841,0,0
784,9,43,840,0,0
785,9,44,840,0,0
786,9,45,841,0,0
787,9,46,841,0,0
788,9,47,841,0,0
789,9,48,841,0,0
790,9,49,838,0,0
791,9,50,841,0,0
792,9,51,842,0,0
793,9,52,841,0,0
794,9,53,840,0,0
795,9,54,837,4,0
796,9,55,839,0,0
797,9,56,839,0,0
798,9,57,841,2,0
799,9,58,842,0,0
800,9,59,841,0,0
801,9,60,840,0,0
802,9,61,841,0,0
803,9,62,840,0,0
804,9,63,841,0,0
805,9,64,841,0,0
806,9,65,841,0,0
807,9,66,840,0,0
808,9,67,842,0,0
809,9,68,840,0,0
810,9,69,839,0,0
811,9,70,841,0,0
812,9,71,839,0,0
813,9,72,840,0,0
814,9,73,840,2,0
815,9,74,840,0,0
816,9,75,839,0,0
817,9,76,840,0,0
818,9,77,840,0,0
819,9,78,842,0,0
820,9,79,841,0,0
821,9,80,841,1,0
822,9,81,842,3,0
823,9,82,841,0,0
824,9,83,842,2,0
825,9,84,839,0,0
826,9,85,841,0,0
827,9,86,837,0,0
828,9,87,840,0,0
829,9,88,841,0,0
830,9,89,839,0,0
831,9,90,840,0,0
832,9,91,841,0,0
833,9,92,840,0,0
834,9,93,842,0,0
835,9,94,838,0,0
836,9,95,840,0,0
837,9,96,840,0,0
838,9,97,839,1,0
839,9,98,840,0,0
840,9,99,841,0,0
841,10,0,840,0,0
842,10,1,840,0,0
843,10,2,841,0,0
844,10,3,839,0,0
845,10,4,842,0,0
846,10,5,839,0,0
847,10,6,838,3,0
848,10,7,840,0,0
849,10,8,840,0,0
850,10,9,840,0,0
851,10,10,842,0,0
852,10,11,839,0,0
853,10,12,841,2,0
854,10,13,840,0,0
855,10,14,841,0,0
856,10,15,841,0,0
857,10,16,841,0,0
858,10,17,841,3,0
859,10,18,842,7,0
860,10,19,841,0,0
861,10,20,841,0,0
862,10,21,839,0,0
863,10,22,839,0,0
864,10,23,840,0,0
865,10,24,842,0,0
866,10,25,841,0,0
867,10,26,839,0,0
868,10,27,841,0,0
869,10,28,837,0,0
870,10,29,841,0,0
871,10,30,842,0,0
872,10,31,843,0,0
873,10,32,841,0,0
874,10,33,841,0,0
875,10,34,842,0,0
876,10,35,841,0,0
877,10,36,841,0,0
878,10,37,840,0,0
879,10,38,841,0,0
880,10,39,843,0,0
881,10,40,843,0,0
882,10,41,840,0,0
883,10,42,841,0,0
884,10,43,840,0,0
885,10,44,840,0,0
886,10,45,841,0,0
887,10,46,841,0,0
888,10,47,841,0,0
889,10,48,841,0,0
890,10,49,838,0,0
891,10,50,841,0,0
892,10,51,842,0,0
893,10,52,841,0,0
894,10,53,840,0,0
895,10,54,837,4,0
896,10,55,839,0,0
897,10,56,839,0,0
898,10,57,841,2,0
899,10,58,842,0,0
900,10,59,841,0,0
901,10,60,840,0,0
902,10,61,841,0,0
903,10,62,840,0,0
904,10,63,841,0,0
905,10,64,841,0,0
906,10,65,841,0,0
907,10,66,840,0,0
908,10,67,842,0,0
909,10,68,840,0,0
910,10,69,839,0,0
911,10,70,841,0,0
912,10,71,839,0,0
913,10,72,840,0,0
914,10,73,840,2,0
915,10,74,840,0,0
916,10,75,839,0,0
917,10,76,840,0,0
918,10,77,840,0,0
919,10,78,842,0,0
920,10,79,841,0,0
921,10,80,841,1,0
922,10,81,842,3,0
923,10,82,841,0,0
924,10,83,842,2,0
925,10,84,839,0,0
926,10,85,841,0,0
927,10,86,837,0,0
928,10,87,840,0,0
929,10,88,841,0,0
930,10,89,839,0,0
931,10,90,840,0,0
932,10,91,841,0,0
933,10,92,840,0,0
934,10,93,842,0,0
935,10,94,838,0,0
936,10,95,840,0,0
937,10,96,840,0,0
938,10,97,839,1,0
939,10,98,840,0,0
940,10,99,841,0,0
941,11,0,840,0,0
942,11,1,840,0,0
943,11,2,841,0,0
944,11,3,839,0,0
945,11,4,842,0,0
946,11,5,839,0,0
947,11,6,838,3,0
948,11,7,840,0,0
949,11,8,840,0,0
950,11,9,840,0,0
951,11,10,842,0,0
952,11,11,839,0,0
953,11,12,841,2,0
954,11,13,840,0,0
955,11,14,841,0,0
956,11,15,841,0,0
957,11,16,841,0,0
958,11,17,841,3,0
959,11,18,842,7,0
960,11,19,841,0,0
961,11,20,841,0,0
962,11,21,839,0,0
963,11,22,839,0,0
964,11,23,840,0,0
965,11,24,842,0,0
966,11,25,841,0,0
967,11,26,839,0,0
968,11,27,841,0,0
969,11,28,837,0,0
970,11,29,841,0,0
971,11,30,842,0,0
972,11,31,843,0,0
973,11,32,841,0,0
974,11,33,841,0,0
975,11,34,842,0,0
976,11,35,841,0,0
977,11,36,841,0,0
978,11,37,840,0,0
979,11,38,841,0,0
980,11,39,843,0,0
981,11,40,843,0,0
982,11,41,840,0,0
983,11,42,841,0,0
984,11,43,840,0,0
985,11,44,840,0,0
986,11,45,841,0,0
987,11,46,841,0,0
988,11,47,841,0,0
989,11,48,841,0,0
990,11,49,838,0,0
991,11,50,841,0,0
992,11,51,842,0,0
993,11,52,841,0,0
994,11,53,840,0,0
995,11,54,837,4,0
996,11,55,839,0,0
997,11,56,839,0,0
998,11,57,841,2,0
999,11,58,842,0,0
1000,11,59,841,0,0
1001,11,60,840,0,0
1002,11,61,841,0,0
1003,11,62,840,0,0
1004,11,63,841,0,0
1005,11,64,841,0,0
1006,11,65,841,0,0
1007,11,66,840,0,0
1008,11,67,842,0,0
1009,11,68,840,0,0
1010,11,69,839,0,0
1011,11,70,841,0,0
1012,11,71,839,0,0
1013,11,72,840,0,0
1014,11,73,840,2,0
1015,11,74,840,0,0
1016,11,75,839,0,0
1017,11,76,840,0,0
1018,11,77,840,0,0
1019,11,78,842,0,0
1020,11,79,841,0,0
1021,11,80,841,1,0
1022,11,81,842,3,0
1023,11,82,841,0,0
1024,11,83,842,2,0
1025,11,84,839,0,0
1026,11,85,841,0,0
1027,11,86,837,0,0
1028,11,87,840,0,0
1029,11,88,841,0,0
1030,11,89,839,0,0
1031,11,90,840,0,0
1032,11,91,841,0,0
1033,11,92,840,0,0
1034,11,93,842,0,0
1035,11,94,838,0,0
1036,11,95,840,0,0
1037,11,96,840,0,0
1038,11,97,839,1,0
1039,11,98,840,0,0
1040,11,99,841,0,0
1041,12,0,709,0,0
1042,12,1,705,0,0
1043,12,2,692,0,0
1044,12,3,684,0,0
1045,12,4,682,0,0
1046,12,5,699,0,0
1047,12,6,689,3,0
1048,12,7,686,0,0
1049,12,8,700,0,0
1050,12,9,704,0,0
1051,12,10,701,0,0
1052,12,11,698,0,0
1053,12,12,697,2,0
1054,12,13,688,0,0
1055,12,14,690,0,0
1056,12,15,690,0,0
1057,12,16,690,0,0
1058,12,17,686,3,0
1059,12,18,697,7,0
1060,12,19,710,0,0
1061,12,20,691,0,0
1062,12,21,697,0,0
1063,12,22,700,0,0
1064,12,23,690,0,0
1065,12,24,702,0,0
1066,12,25,693,0,0
1067,12,26,684,0,0
1068,12,27,703,0,0
1069,12,28,679,0,0
1070,12,29,687,0,0
1071,12,30,703,0,0
1072,12,31,716,0,0
1073,12,32,693,0,0
1074,12,33,692,0,0
1075,12,34,703,0,0
1076,12,35,704,0,0
1077,12,36,688,0,0
1078,12,37,713,0,0
1079,12,38,699,0,0
1080,12,39,695,0,0
1081,12,40,680,0,0
1082,12,41,692,0,0
1083,12,42,697,0,0
1084,12,43,695,0,0
1085,12,44,696,0,0
1086,12,45,699,0,0
1087,12,46,671,0,0
1088,12,47,712,0,0
1089,12,48,708,0,0
1090,12,49,697,0,0
1091,12,50,715,0,0
1092,12,51,693,0,0
1093,12,52,684,0,0
1094,12,53,690,0,0
1095,12,54,698,4,0
1096,12,55,704,0,0
1097,12,56,692,0,0
1098,12,57,684,2,0
1099,12,58,711,0,0
1100,12,59,690,0,0
1101,12,60,692,0,0
1102,12,61,703,0,0
1103,12,62,691,0,0
1104,12,63,703,0,0
1105,12,64,683,0,0
1106,12,65,706,0,0
1107,12,66,699,0,0
1108,12,67,685,0,0
1109,12,68,687,0,0
1110,12,69,706,0,0
1111,12,70,692,0,0
1112,12,71,699,0,0
1113,12,72,692,0,0
1114,12,73,701,2,0
1115,12,74,680,0,0
1116,12,75,690,0,0
1117,12,76,700,0,0
1118,12,77,702,0,0
1119,12,78,713,0,0
1120,12,79,706,0,0
1121,12,80,695,1,0
1122,12,81,714,3,0
1123,12,82,695,0,0
1124,12,83,698,2,0
1125,12,84,690,0,0
1126,12,85,712,0,0
1127,12,86,700,0,0
1128,12,87,696,0,0
1129,12,88,699,0,0
1130,12,89,702,0,0
1131,12,90,705,0,0
1132,12,91,681,0,0
1133,12,92,688,0,0
1134,12,93,678,0,0
1135,12,94,689,0,0
1136,12,95,702,0,0
1137,12,96,706,0,0
1138,12,97,682,1,0
1139,12,98,698,0,0
1140,12,99,703,0,0
1141,13,0,776,0,0
1142,13,1,780,0,0
1143,13,2,783,0,0
1144,13,3,777,0,0
1145,13,4,776,0,0
1146,13,5,774,0,0
1147,13,6,773,3,0
